,Title,User_id,review/score,authors,categories
1128,From Potter's Field,AKT474TT9CQC5,3.0,['Patricia Cornwell'],['Fiction']
1154,From Potter's Field,A1AXHNRDJEQ0B,1.0,['Patricia Cornwell'],['Fiction']
1163,From Potter's Field,A39650P2CZUUC9,3.0,['Patricia Cornwell'],['Fiction']
1165,From Potter's Field,A34QGZBQIG3U0E,4.0,['Patricia Cornwell'],['Fiction']
1177,Coldwater Revival: A Novel,A3H8NJ5PJNLFD5,4.0,['Candi Adermatt'],['Fiction']
1620,Egg Drop Soup,A3VMCKYN22X0CO,4.0,['Jack Higgins'],['Fiction']
1621,Egg Drop Soup,A3M174IC0VXOS2,5.0,['Jack Higgins'],['Fiction']
1622,Egg Drop Soup,A3PGGI7A6XCNF1,5.0,['Jack Higgins'],['Fiction']
1625,Egg Drop Soup,A1K1JW1C5CUSUZ,2.0,['Jack Higgins'],['Fiction']
1626,Egg Drop Soup,A27WFYW9ZJ5DN1,4.0,['Jack Higgins'],['Fiction']
1644,Egg Drop Soup,A3P3UOHYBFRGJN,4.0,['Jack Higgins'],['Fiction']
1648,Egg Drop Soup,AFVQZQ8PW0L,5.0,['Jack Higgins'],['Fiction']
1652,Egg Drop Soup,A1F38YS15PWMRQ,5.0,['Jack Higgins'],['Fiction']
1656,Egg Drop Soup,AC1K4OQOZ90RS,2.0,['Jack Higgins'],['Fiction']
1661,Egg Drop Soup,A1AV32Q6I8M1LX,1.0,['Jack Higgins'],['Fiction']
1670,Egg Drop Soup,A3SYMLB8JSW5VD,4.0,['Jack Higgins'],['Fiction']
1674,Egg Drop Soup,A2F6SZLKG0TOJ7,3.0,['Jack Higgins'],['Fiction']
1688,Egg Drop Soup,A3BH49ZKESHDID,3.0,['Jack Higgins'],['Fiction']
1689,Egg Drop Soup,A2EYCL2ZT0PSTX,1.0,['Jack Higgins'],['Fiction']
1694,Egg Drop Soup,AUGABW5AS2OXM,5.0,['Jack Higgins'],['Fiction']
1695,Egg Drop Soup,A2RPIGO3G4M6GN,2.0,['Jack Higgins'],['Fiction']
2750,Day Of Infamy,A30KEXFT9SILL6,3.0,['Tanith Lee'],['Fiction']
2872,Warm Worlds and Otherwise,A1AUBGENRIZODO,2.0,['Philip José Farmer'],['Fiction']
2906,Monk's-hood,A35DDC8MZVUNFT,5.0,['W. W. Jacobs'],['Fiction']
3067,... Summer moonshine,A2EMP366TTS6E1,4.0,['Rosamunde Pilcher'],['Fiction']
3068,... Summer moonshine,A3BIWTN2DA0YY2,4.0,['Rosamunde Pilcher'],['Fiction']
3149,S Is For Silence,A1TCDS9S2NIVPB,4.0,['Kylie Brant'],['Fiction']
5557,Prodigal Son : Family Business,A3N6JG64P2G9EV,4.0,['Dean Koontz'],['Fiction']
5596,Prodigal Son : Family Business,A3NBL1TI2M3CW1,4.0,['Dean Koontz'],['Fiction']
5610,Prodigal Son : Family Business,A20J9MBDENFXMU,5.0,['Dean Koontz'],['Fiction']
5624,Prodigal Son : Family Business,A3OH101U0CPUC7,4.0,['Dean Koontz'],['Fiction']
5628,Prodigal Son : Family Business,AEQFYOI6YJ83Z,5.0,['Dean Koontz'],['Fiction']
5667,Prodigal Son : Family Business,A1GUWFBWRXTJG0,4.0,['Dean Koontz'],['Fiction']
5674,Prodigal Son : Family Business,A2M4R8R6SU049A,4.0,['Dean Koontz'],['Fiction']
5677,Prodigal Son : Family Business,A16QQ78I8J29PA,5.0,['Dean Koontz'],['Fiction']
5679,Prodigal Son : Family Business,A1M4NJYP0WNL8Q,5.0,['Dean Koontz'],['Fiction']
5686,Prodigal Son : Family Business,A2CZY3CEV23C62,3.0,['Dean Koontz'],['Fiction']
5693,Prodigal Son : Family Business,A2PN7Z2VTHICL8,4.0,['Dean Koontz'],['Fiction']
5700,Prodigal Son : Family Business,A16LP6AB6C5LMZ,4.0,['Dean Koontz'],['Fiction']
5702,Prodigal Son : Family Business,A3T0OTH5072YRE,4.0,['Dean Koontz'],['Fiction']
5707,Prodigal Son : Family Business,ABWF7YVZAU1QP,2.0,['Dean Koontz'],['Fiction']
5708,Prodigal Son : Family Business,A1FT7QFKNHL9DT,5.0,['Dean Koontz'],['Fiction']
5729,Prodigal Son : Family Business,AKM5X760TQ8SK,4.0,['Dean Koontz'],['Fiction']
5731,Prodigal Son : Family Business,A3LZGLA88K0LA0,5.0,['Dean Koontz'],['Fiction']
5733,Prodigal Son : Family Business,A3NUM3JIE6II0F,4.0,['Dean Koontz'],['Fiction']
5977,The Adept 4: Dagger Magic,A1TIZI060W4BD9,5.0,['Bernard Malamud'],['Fiction']
5978,The Adept 4: Dagger Magic,A29NUB3P6YIWZG,4.0,['Bernard Malamud'],['Fiction']
5985,The Adept 4: Dagger Magic,A20HMA36ESANHC,5.0,['Bernard Malamud'],['Fiction']
5987,The Adept 4: Dagger Magic,A11DCTGTPS7M0C,5.0,['Bernard Malamud'],['Fiction']
5988,The Adept 4: Dagger Magic,AHD101501WCN1,5.0,['Bernard Malamud'],['Fiction']
6069,Bergdorf Blondes : A Novel,A7SSCDSCM4PXF,4.0,['Sandra Benitez'],['Fiction']
6071,Bergdorf Blondes : A Novel,A3TGNIQ0R3V6L7,5.0,['Sandra Benitez'],['Fiction']
6083,Bergdorf Blondes : A Novel,A2ODBHT4URXVXQ,5.0,['Sandra Benitez'],['Fiction']
6852,The Dharma Bums,A2BTTP7LS8OI6X,5.0,['Jack Kerouac'],['Fiction']
6853,The Dharma Bums,A1PKJUAQFGNLSX,5.0,['Jack Kerouac'],['Fiction']
6868,The Dharma Bums,A2S166WSCFIFP5,5.0,['Jack Kerouac'],['Fiction']
6898,The Dharma Bums,A28WJUJF6D2ULA,2.0,['Jack Kerouac'],['Fiction']
6915,The Dharma Bums,A2VZ11U5DXM8J5,5.0,['Jack Kerouac'],['Fiction']
6918,The Dharma Bums,A21VR7M8O55EF6,5.0,['Jack Kerouac'],['Fiction']
6929,The Dharma Bums,ASOJUBRHQI1DW,5.0,['Jack Kerouac'],['Fiction']
6932,The Dharma Bums,AGKPTMTR3UX1R,5.0,['Jack Kerouac'],['Fiction']
6971,The Dharma Bums,AGEIT17HENDIS,3.0,['Jack Kerouac'],['Fiction']
6977,The Dharma Bums,AYABUEJC2SEHQ,5.0,['Jack Kerouac'],['Fiction']
6987,The Dharma Bums,A37XGUQ1VH0XM6,5.0,['Jack Kerouac'],['Fiction']
7013,The Dharma Bums,A1OB5L3WMHJAD9,3.0,['Jack Kerouac'],['Fiction']
7018,The Dharma Bums,AUEY946M1L939,4.0,['Jack Kerouac'],['Fiction']
7038,The Dharma Bums,A2B9Y0WXNSN17U,4.0,['Jack Kerouac'],['Fiction']
7058,The Dharma Bums,A1IWWRZJOXOSYP,4.0,['Jack Kerouac'],['Fiction']
7521,Wallflower,AFVQZQ8PW0L,5.0,['Chevy Stevens'],['Fiction']
7522,Wallflower,A1RECBDKHVOJMW,4.0,['Chevy Stevens'],['Fiction']
7526,Wallflower,A2BZCHIDR5FTYA,5.0,['Chevy Stevens'],['Fiction']
7528,Wallflower,A3NLIWCBDV8Y4M,3.0,['Chevy Stevens'],['Fiction']
7529,Wallflower,A3GQKB1KF0CRPE,5.0,['Chevy Stevens'],['Fiction']
7535,Wallflower,A126YLPKFPNQDS,1.0,['Chevy Stevens'],['Fiction']
8197,Escape From Bridezilla,A2386P602G9547,2.0,['Nicola Cornick'],['Fiction']
8887,COCKTAILS FOR THREE,A3H8NJ5PJNLFD5,3.0,['Madeleine Wickham'],['Fiction']
8889,COCKTAILS FOR THREE,A246RNOSR76X3T,5.0,['Madeleine Wickham'],['Fiction']
8893,COCKTAILS FOR THREE,A3RP1I0SL7091Q,4.0,['Madeleine Wickham'],['Fiction']
8915,COCKTAILS FOR THREE,A2C27IQUH9N1Z,5.0,['Madeleine Wickham'],['Fiction']
8917,COCKTAILS FOR THREE,A20UHWR387EFAG,3.0,['Madeleine Wickham'],['Fiction']
8936,COCKTAILS FOR THREE,A1T17LMQABMBN5,4.0,['Madeleine Wickham'],['Fiction']
8939,COCKTAILS FOR THREE,AUMYX5PJBJVNJ,4.0,['Madeleine Wickham'],['Fiction']
8942,COCKTAILS FOR THREE,A2IIDELWB0IWRO,5.0,['Madeleine Wickham'],['Fiction']
8952,COCKTAILS FOR THREE,A25OP7IVTJF9OZ,5.0,['Madeleine Wickham'],['Fiction']
9395,"Nick Fury, Agent of Shield: Empyre",A1I2O9Y3X3HXLS,5.0,['David Weber'],['Fiction']
9426,"Nick Fury, Agent of Shield: Empyre",A3LF914GG87TWP,5.0,['David Weber'],['Fiction']
9436,"Nick Fury, Agent of Shield: Empyre",A2SW2A3PE5RUQE,4.0,['David Weber'],['Fiction']
9441,"Nick Fury, Agent of Shield: Empyre",A1VDI1GQKNVA7U,4.0,['David Weber'],['Fiction']
9533,Nappily Ever After,AUMYX5PJBJVNJ,4.0,['Trisha R. Thomas'],['Fiction']
9559,Nappily Ever After,ADJBUPS8SJHTC,5.0,['Trisha R. Thomas'],['Fiction']
9572,Nappily Ever After,A36AIK1DQPSRNT,5.0,['Trisha R. Thomas'],['Fiction']
9634,Pushing Ice,A1I2O9Y3X3HXLS,4.0,['Alastair Reynolds'],['Fiction']
9642,Pushing Ice,A23RQOODUIBCNY,4.0,['Alastair Reynolds'],['Fiction']
9646,Pushing Ice,ATNQJL1SF21TS,4.0,['Alastair Reynolds'],['Fiction']
9650,Pushing Ice,A55MRYPUAX4QU,5.0,['Alastair Reynolds'],['Fiction']
9652,Pushing Ice,A14OJS0VWMOSWO,5.0,['Alastair Reynolds'],['Fiction']
9661,Pushing Ice,AQBRMBQ99ESI7,4.0,['Alastair Reynolds'],['Fiction']
9673,Pushing Ice,AS6SH2JM2YY3H,4.0,['Alastair Reynolds'],['Fiction']
9678,Pushing Ice,A35JTVM6A5T2VF,4.0,['Alastair Reynolds'],['Fiction']
9686,Pushing Ice,A1XJ64FBB2IRGT,4.0,['Alastair Reynolds'],['Fiction']
9690,Pushing Ice,A1CQGAPQMN41LV,5.0,['Alastair Reynolds'],['Fiction']
9706,Pushing Ice,AHHUNTFQGUGX8,4.0,['Alastair Reynolds'],['Fiction']
9708,Pushing Ice,A1X8VZWTOG8IS6,4.0,['Alastair Reynolds'],['Fiction']
9711,Pushing Ice,A1M8PP7MLHNBQB,5.0,['Alastair Reynolds'],['Fiction']
9841,King Rat,A395QKQZ15GP4F,5.0,['James Clavell'],['Fiction']
9863,King Rat,A1CYRTQ04LYI55,5.0,['James Clavell'],['Fiction']
9904,King Rat,A370Z6I5GBWU44,4.0,['James Clavell'],['Fiction']
9907,King Rat,A2RDR5G65D9H84,5.0,['James Clavell'],['Fiction']
9919,King Rat,A1MC6BFHWY6WC3,5.0,['James Clavell'],['Fiction']
9925,King Rat,A1EQW0SAORNLDZ,4.0,['James Clavell'],['Fiction']
11651,The Fortune Hunter,A1FSJH67CYP9Y2,4.0,['Wilbur Smith'],['Fiction']
11661,The Fortune Hunter,A1IOR3OTTUK3O5,4.0,['Wilbur Smith'],['Fiction']
11686,47th Street Black: A Novel,AQ40L2YGV7C42,4.0,['Deborah Smith'],['Fiction']
11688,47th Street Black: A Novel,A1TCDS9S2NIVPB,5.0,['Deborah Smith'],['Fiction']
11691,47th Street Black: A Novel,AFVQZQ8PW0L,4.0,['Deborah Smith'],['Fiction']
11694,47th Street Black: A Novel,A2VKWLCNZF4ZVB,4.0,['Deborah Smith'],['Fiction']
11824,The Scandalous Summer Of Sissy Leblanc,A2CR57GAJKNWVV,5.0,"['Mercedes Lackey', 'Eric Flint', 'Dave Freer']",['Fiction']
11836,The Scandalous Summer Of Sissy Leblanc,A1I2O9Y3X3HXLS,5.0,"['Mercedes Lackey', 'Eric Flint', 'Dave Freer']",['Fiction']
11848,The Scandalous Summer Of Sissy Leblanc,A1BXA3SM3AJOKL,4.0,"['Mercedes Lackey', 'Eric Flint', 'Dave Freer']",['Fiction']
11865,The Scandalous Summer Of Sissy Leblanc,A3BH49ZKESHDID,3.0,"['Mercedes Lackey', 'Eric Flint', 'Dave Freer']",['Fiction']
11871,The Scandalous Summer Of Sissy Leblanc,A14OJS0VWMOSWO,5.0,"['Mercedes Lackey', 'Eric Flint', 'Dave Freer']",['Fiction']
11895,A Tale of Three KIngs A Study in Brokenness,A3MV1KKHX51FYT,5.0,['Arthur Conan Doyle'],['Fiction']
11993,Small Gods,A1CQGAPQMN41LV,5.0,['Terry Pratchett'],['Fiction']
11994,Small Gods,A2BT578J4IZOK6,4.0,['Terry Pratchett'],['Fiction']
11995,Small Gods,AUTBHG6070SL4,5.0,['Terry Pratchett'],['Fiction']
11997,Small Gods,A21Z8FUB9IZI2L,4.0,['Terry Pratchett'],['Fiction']
11998,Small Gods,A2CR57GAJKNWVV,4.0,['Terry Pratchett'],['Fiction']
12000,Small Gods,A5ZVJ9A6H1YL1,5.0,['Terry Pratchett'],['Fiction']
12003,Small Gods,A1M4NJYP0WNL8Q,5.0,['Terry Pratchett'],['Fiction']
12007,Small Gods,A2GBJQ9THOYDAJ,5.0,['Terry Pratchett'],['Fiction']
12008,Small Gods,A13OFOB1394G31,5.0,['Terry Pratchett'],['Fiction']
12009,Small Gods,A3HLJQCY6GKRVK,3.0,['Terry Pratchett'],['Fiction']
12045,Small Gods,A1CHOKV10NEI8X,5.0,['Terry Pratchett'],['Fiction']
12050,Small Gods,A3OJAWIMUKNHTP,5.0,['Terry Pratchett'],['Fiction']
12078,Small Gods,AMVC9WTXYKNJ1,5.0,['Terry Pratchett'],['Fiction']
12079,Small Gods,A14BTJRH9VNLJJ,4.0,['Terry Pratchett'],['Fiction']
12082,Small Gods,A3C0380R9NMLHD,4.0,['Terry Pratchett'],['Fiction']
12083,Small Gods,A3KF4IP2MUS8QQ,5.0,['Terry Pratchett'],['Fiction']
12089,Small Gods,A3Q80Q6YFP5W6Q,4.0,['Terry Pratchett'],['Fiction']
12090,Small Gods,AU6DIIDZK2OQM,5.0,['Terry Pratchett'],['Fiction']
12093,Small Gods,A27PSZX2SE0B51,5.0,['Terry Pratchett'],['Fiction']
12094,Small Gods,A28PRU8FTMCT8J,5.0,['Terry Pratchett'],['Fiction']
12098,Small Gods,A912QKZ7UYI8L,5.0,['Terry Pratchett'],['Fiction']
12099,Small Gods,AJDYDG7YZY9QL,5.0,['Terry Pratchett'],['Fiction']
12101,Small Gods,A15Y2FQ5WNR63Y,5.0,['Terry Pratchett'],['Fiction']
12105,Small Gods,A3OGMDFM045MQ7,3.0,['Terry Pratchett'],['Fiction']
12110,Small Gods,A1VQBHHXIKHIGS,5.0,['Terry Pratchett'],['Fiction']
12133,Small Gods,A16QODENBJVUI1,5.0,['Terry Pratchett'],['Fiction']
12160,Small Gods,ADHBK5A51KG9L,4.0,['Terry Pratchett'],['Fiction']
12164,Small Gods,A3DQWFWINN3V5A,3.0,['Terry Pratchett'],['Fiction']
12171,Small Gods,A1MC81HLJ6Z9ZQ,3.0,['Terry Pratchett'],['Fiction']
12331,Hard Knocks,AGCOCRW8A56U8,4.0,['Charles Dickens'],['Fiction']
12333,Hard Knocks,A2B8GXSCB1R05T,4.0,['Charles Dickens'],['Fiction']
12334,Hard Knocks,A3O2RCKAMSE9X7,5.0,['Charles Dickens'],['Fiction']
12338,Hard Knocks,A3EOHYIHQM3KK,5.0,['Charles Dickens'],['Fiction']
12339,Hard Knocks,A1XTWXIMUCDGQE,5.0,['Charles Dickens'],['Fiction']
12340,Hard Knocks,ABTUNH7645QJL,4.0,['Charles Dickens'],['Fiction']
12342,Hard Knocks,A319KYEIAZ3SON,4.0,['Charles Dickens'],['Fiction']
12343,Hard Knocks,A3RTMB76CJWY9U,3.0,['Charles Dickens'],['Fiction']
12344,Hard Knocks,A1PDIPZK2HIH5K,4.0,['Charles Dickens'],['Fiction']
12346,Hard Knocks,AT2R7ZVT7QYOU,4.0,['Charles Dickens'],['Fiction']
12348,Hard Knocks,AFYU5LXHZO5M3,4.0,['Charles Dickens'],['Fiction']
12355,Hard Knocks,ASOJUBRHQI1DW,3.0,['Charles Dickens'],['Fiction']
12361,Hard Knocks,A3OEECMCM2T4KQ,4.0,['Charles Dickens'],['Fiction']
12363,Hard Knocks,AHXAPVSHPJ6OJ,4.0,['Charles Dickens'],['Fiction']
12365,Hard Knocks,A1MJMYLRTZ76ZX,5.0,['Charles Dickens'],['Fiction']
12368,Hard Knocks,A368INKWDUYHMK,5.0,['Charles Dickens'],['Fiction']
12385,Hard Knocks,A2ENIQZX6VJYUM,5.0,['Charles Dickens'],['Fiction']
12386,Hard Knocks,A2PR6NXG0PA3KY,5.0,['Charles Dickens'],['Fiction']
12387,Hard Knocks,A4FX5YCJA630V,4.0,['Charles Dickens'],['Fiction']
12390,Hard Knocks,A1G37DFO8MQW0M,5.0,['Charles Dickens'],['Fiction']
12392,Hard Knocks,A1S52XH2CS4Y26,4.0,['Charles Dickens'],['Fiction']
12393,Hard Knocks,A3TKGM2JJJC1I3,5.0,['Charles Dickens'],['Fiction']
12396,Hard Knocks,A3FHAMLNGHCFU7,3.0,['Charles Dickens'],['Fiction']
12484,Jamaica Inn,A2S166WSCFIFP5,3.0,['Kim Newman'],['Fiction']
12491,Jamaica Inn,A17IW44FV0HUTY,4.0,['Kim Newman'],['Fiction']
12493,Jamaica Inn,A3VWGPUMJMVD1I,4.0,['Kim Newman'],['Fiction']
12503,Jamaica Inn,A11ON2OFCF6RTV,2.0,['Kim Newman'],['Fiction']
12521,Jamaica Inn,A1YWUPCT83WY48,5.0,['Kim Newman'],['Fiction']
12522,Jamaica Inn,A2PNTEDGMOLMOY,4.0,['Kim Newman'],['Fiction']
12526,Jamaica Inn,AHHUNTFQGUGX8,4.0,['Kim Newman'],['Fiction']
12532,Jamaica Inn,A1X8VZWTOG8IS6,5.0,['Kim Newman'],['Fiction']
12534,Jamaica Inn,A3NIQK6ZLYEP1L,5.0,['Kim Newman'],['Fiction']
12708,Oil!,A28GEIVP5KQMZU,4.0,['Leonard Feinberg'],['Fiction']
12914,Triplanetary,A28GEIVP5KQMZU,5.0,['Edmond John'],['Fiction']
12917,Triplanetary,A1L43KWWR05PCS,3.0,['Edmond John'],['Fiction']
14342,Mr. Timothy : A Novel,A2L5XWA1DRCFAH,4.0,['Louis Bayard'],['Fiction']
14351,Mr. Timothy : A Novel,AITIU2DG1MM4A,5.0,['Louis Bayard'],['Fiction']
14352,Mr. Timothy : A Novel,AFVQZQ8PW0L,5.0,['Louis Bayard'],['Fiction']
14353,Mr. Timothy : A Novel,A3E8QNDC7CV44,5.0,['Louis Bayard'],['Fiction']
14357,Mr. Timothy : A Novel,AYT4FJYVCHYLE,4.0,['Louis Bayard'],['Fiction']
14364,Mr. Timothy : A Novel,A1UFV4HALV2OXW,5.0,['Louis Bayard'],['Fiction']
14369,Mr. Timothy : A Novel,A359U0JFFZ0Q04,4.0,['Louis Bayard'],['Fiction']
14371,Mr. Timothy : A Novel,A3PGGI7A6XCNF1,4.0,['Louis Bayard'],['Fiction']
14372,Mr. Timothy : A Novel,A1YBVBU27AKJ1J,5.0,['Louis Bayard'],['Fiction']
14387,Mr. Timothy : A Novel,A2EEUQ81DTY7G3,4.0,['Louis Bayard'],['Fiction']
14389,Mr. Timothy : A Novel,A1PKJUAQFGNLSX,5.0,['Louis Bayard'],['Fiction']
14394,Mr. Timothy : A Novel,A2H22I2RWE0HOV,4.0,['Louis Bayard'],['Fiction']
14401,Mr. Timothy : A Novel,A3DXVYD2TQHWGD,2.0,['Louis Bayard'],['Fiction']
14632,U-859,AHXAPVSHPJ6OJ,5.0,['George Orwell'],['Fiction']
14653,U-859,A2O9HU1K7TCF7B,5.0,['George Orwell'],['Fiction']
14675,U-859,A3S1YIQQW7AZO,5.0,['George Orwell'],['Fiction']
14681,U-859,A1CHM200OEN65X,5.0,['George Orwell'],['Fiction']
14682,U-859,A2UYWE97KME0M,4.0,['George Orwell'],['Fiction']
14720,U-859,A20EEWWSFMZ1PN,5.0,['George Orwell'],['Fiction']
14772,U-859,A2NJFFQ6W35XJU,4.0,['George Orwell'],['Fiction']
14845,U-859,A3H2CKTFZ3B3GD,4.0,['George Orwell'],['Fiction']
14847,U-859,AQ5UX3AVZPAPN,5.0,['George Orwell'],['Fiction']
14866,U-859,A2GAP7XWBZU8QI,5.0,['George Orwell'],['Fiction']
14883,U-859,A18IZDWUIHLUC9,5.0,['George Orwell'],['Fiction']
14893,U-859,A2Z4ZA011YFJQ5,5.0,['George Orwell'],['Fiction']
14907,U-859,A1H5E7O5BW2J13,5.0,['George Orwell'],['Fiction']
14944,U-859,A2Y9E9JRISI0W8,5.0,['George Orwell'],['Fiction']
14955,U-859,A22DUZU3XVA8HA,5.0,['George Orwell'],['Fiction']
14977,U-859,A3J7QTHYIZ3XQT,5.0,['George Orwell'],['Fiction']
14994,U-859,A1CDNTB7377YH2,5.0,['George Orwell'],['Fiction']
15027,U-859,A1U8DHSI18EEJ1,5.0,['George Orwell'],['Fiction']
15031,U-859,A3KEZLJ59C1JVH,5.0,['George Orwell'],['Fiction']
15032,U-859,A2ZATPER188K3J,5.0,['George Orwell'],['Fiction']
15038,U-859,A2L9U2BKMHXBEL,5.0,['George Orwell'],['Fiction']
15068,U-859,A3B086LGMBTXEI,4.0,['George Orwell'],['Fiction']
15091,U-859,A222LQEPE7O7BV,4.0,['George Orwell'],['Fiction']
15099,U-859,A3DKP67DK28RUB,5.0,['George Orwell'],['Fiction']
15139,U-859,A3UJJGY799F76I,4.0,['George Orwell'],['Fiction']
15145,U-859,A3JSRMS7FO6EKQ,5.0,['George Orwell'],['Fiction']
15157,U-859,A2NHD7LUXVGTD3,5.0,['George Orwell'],['Fiction']
15158,U-859,A3M77GPST0EICR,5.0,['George Orwell'],['Fiction']
15165,U-859,A3CA3RWZYJDWXE,5.0,['George Orwell'],['Fiction']
15183,U-859,AHCVWPLA1O4X8,5.0,['George Orwell'],['Fiction']
15202,U-859,A1U0WO33TVDE9K,4.0,['George Orwell'],['Fiction']
15203,U-859,A2E3GFHUDNPYDH,5.0,['George Orwell'],['Fiction']
15211,U-859,A29LGHDM4PTVOA,5.0,['George Orwell'],['Fiction']
15212,U-859,A3R8PXSFGY9MC2,5.0,['George Orwell'],['Fiction']
15219,U-859,A2XQMGE2YY88DC,4.0,['George Orwell'],['Fiction']
15220,U-859,AJ9W09EUQPAKE,5.0,['George Orwell'],['Fiction']
15237,U-859,A3V6Z4RCDGRC44,4.0,['George Orwell'],['Fiction']
15265,U-859,A3DF7LMEQOND63,5.0,['George Orwell'],['Fiction']
15316,U-859,A1XNXHTPQRACRO,4.0,['George Orwell'],['Fiction']
15317,U-859,ARH9IQEMFKR6M,5.0,['George Orwell'],['Fiction']
15370,U-859,A912QKZ7UYI8L,5.0,['George Orwell'],['Fiction']
15389,U-859,A1DYMH30TSRONY,5.0,['George Orwell'],['Fiction']
15414,U-859,A3FHAMLNGHCFU7,5.0,['George Orwell'],['Fiction']
15425,U-859,A2QO08DN1DTEWD,5.0,['George Orwell'],['Fiction']
15492,U-859,A2HFQ405AKX4IW,5.0,['George Orwell'],['Fiction']
15528,U-859,A2F3SXHT6RBV81,4.0,['George Orwell'],['Fiction']
15551,U-859,AI37YX1U4KB1L,5.0,['George Orwell'],['Fiction']
15574,U-859,A1PQTL9OQLEOVK,4.0,['George Orwell'],['Fiction']
15596,U-859,A2NTJUI2DLZF4R,5.0,['George Orwell'],['Fiction']
15602,U-859,A3AK614GW0TEIQ,4.0,['George Orwell'],['Fiction']
15604,U-859,ALDRY40BPNY09,4.0,['George Orwell'],['Fiction']
15614,U-859,A1T17LMQABMBN5,5.0,['George Orwell'],['Fiction']
15616,U-859,A34UTL4AVX80MK,5.0,['George Orwell'],['Fiction']
15632,U-859,A356HHSZRK0LZ9,4.0,['George Orwell'],['Fiction']
15642,U-859,AD0J5KK4WQXNS,5.0,['George Orwell'],['Fiction']
15652,U-859,A2FQWV725FGE8S,5.0,['George Orwell'],['Fiction']
15674,U-859,A1ARA52HB238HT,4.0,['George Orwell'],['Fiction']
15706,U-859,A5MY11QADILVA,5.0,['George Orwell'],['Fiction']
15718,U-859,A1G9FX1KV45N41,5.0,['George Orwell'],['Fiction']
15721,U-859,A3260GM8VU5712,4.0,['George Orwell'],['Fiction']
15722,U-859,A2SJ11EMIOBLHH,5.0,['George Orwell'],['Fiction']
15723,U-859,A23E9QQHJLNGUI,5.0,['George Orwell'],['Fiction']
15726,U-859,A1QGDMR4XJOA6N,5.0,['George Orwell'],['Fiction']
15730,U-859,A370Z6I5GBWU44,5.0,['George Orwell'],['Fiction']
15753,U-859,A2ENIQZX6VJYUM,5.0,['George Orwell'],['Fiction']
